platform,job_title,category,skills_required,job_type,budget_usd,location_preference,duration_estimate,url
Freelancer.com,CNC Programmer for Titanium Milling,Mixed,"Bluetooth Low Energy (BLE), Electronics, PCB Layout, Product Design, Software Architecture",Fixed,2147.0,Worldwide,Short-term,https://www.freelancer.com/projects/bluetooth-low-energy/cnc-programmer-for-titanium-milling
Freelancer.com,Portfolio Website with Python Web App,Mixed,"HTML, PHP, Python, Website Design, WordPress",Fixed,80.0,Worldwide,Short-term,https://www.freelancer.com/projects/python/portfolio-website-with-python-web
Freelancer.com,KiCad Mixed-Signal Circuit Design,Mixed,"Arduino, Electrical Engineering, Electronics, Microcontroller, PCB Layout",Fixed,108.0,Worldwide,Short-term,https://www.freelancer.com/projects/arduino/kicad-mixed-signal-circuit-design
Freelancer.com,Bookshelf Web-Based Platform Development,Mixed,"CSS, HTML, JavaScript, Website Design",Fixed,13.0,Worldwide,Short-term,https://www.freelancer.com/projects/html/bookshelf-web-based-platform-development
Freelancer.com,Automated Machinery Structural Design,Mixed,"Ansys, AutoCAD, CAD/CAM, Mechanical Engineering, Solidworks",Fixed,221.0,Worldwide,Short-term,https://www.freelancer.com/projects/ansys/automated-machinery-structural-design
Freelancer.com,Automated Sports Arbitrage Finder -- 3,Mixed,"C Programming, JavaScript, PHP, Python, Software Architecture",Fixed,137.0,Worldwide,Short-term,https://www.freelancer.com/projects/php/automated-sports-arbitrage-finder-39509214
Freelancer.com,Envato Subscription Access for Video Content,Mixed,"Adobe Flash, Video Broadcasting, Videography",Fixed,36.0,Worldwide,Short-term,https://www.freelancer.com/projects/video-broadcasting/envato-subscription-access-for-video
Freelancer.com,Traditional HYBRID PADDY & MAIZE Seed Bags Design,Mixed,"Brochure Design, Corporate Identity, Covers & Packaging, Graphic Design, Logo Design",Fixed,15.0,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/traditional-hybrid-paddy-maize-seed
Freelancer.com,Chanana Real Estate Premium Framer Web Design,Mixed,"Framer, JavaScript, UI / User Interface, UX / User Experience, Website Design",Fixed,88.0,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/chanana-real-estate-premium-framer
Freelancer.com,Client Document Rewrite. - 14/06/2025 00:39 EDT,Mixed,"Editorial Design, Website Development",Fixed,3.0,Worldwide,Short-term,https://www.freelancer.com/projects/editorial-design/client-document-rewrite-edt
Freelancer.com,Social Media Graphics Design - 14/06/2025 00:41 EDT,Mixed,"Banner Design, Graphic Design, Illustrator, Logo Design, Photoshop",Fixed,33.0,Worldwide,Short-term,https://www.freelancer.com/projects/banner-design/social-media-graphics-design-edt-39509194
Freelancer.com,Ethical Construction & Real Estate Logo,Mixed,"3D Design, Graphic Design, Illustrator, Logo Design, Photoshop",Fixed,21.0,Worldwide,Short-term,https://www.freelancer.com/projects/logo-design/ethical-construction-real-estate-logo
Freelancer.com,"Wall Retrofit Documentation for Inspection, very simple work since everything else of the structure has passed inspection -- 3",Mixed,"AutoCAD, CAD/CAM, Civil Engineering, Engineering",Fixed,96.0,Worldwide,Short-term,https://www.freelancer.com/projects/engineering/wall-retrofit-documentation-for-39509205
Freelancer.com,Marketing Asset Library Development. id250613,Mixed,"Brand Management, Content Development, Corporate Identity, Marketing, Marketing Strategy",Fixed,110.0,Worldwide,Short-term,https://www.freelancer.com/projects/marketing/marketing-asset-library-development
Freelancer.com,Fast and Accurate Data Entry Specialist,Mixed,"Copy Typing, Data Entry, Data Processing, Excel, Word",Fixed,67.0,Worldwide,Short-term,https://www.freelancer.com/projects/excel/fast-accurate-data-entry-specialist-39509197
Freelancer.com,Format 22 Image Pages into Word Document (₹250 Budget – 2 Hours Deadline),Mixed,"Graphic Design, PDF, Photoshop, Powerpoint, Word",Fixed,2.0,Worldwide,Short-term,https://www.freelancer.com/projects/word/format-image-pages-into-word
Freelancer.com,Urban Environment Animation in Maya,Mixed,"3D Animation, 3D Modelling, 3D Rendering, Animation, Maya",Fixed,6.0,Worldwide,Short-term,https://www.freelancer.com/projects/3d-modelling/urban-environment-animation-maya
Freelancer.com,Classic Timeless E-commerce Logo Design,Mixed,"3D Design, Graphic Design, Logo Design, Photoshop",Fixed,39.0,Worldwide,Short-term,https://www.freelancer.com/contest/classic-timeless-ecommerce-logo-design-2573750
Freelancer.com,Amazon Seller Setup Expert,Mixed,"Amazon Web Services, Data Entry, Data Processing, Web Search",Fixed,88.0,Worldwide,Short-term,https://www.freelancer.com/projects/amazon-web-services/amazon-seller-setup-expert-39509184
Freelancer.com,Website UX Overhaul,Mixed,"HTML, PHP, User Interface / IA, UX / User Experience, Website Design",Fixed,13.0,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/website-overhaul-39509185
Freelancer.com,Hindi & English Data Entry Specialist,Mixed,"Copy Typing, Data Entry, Excel, Virtual Assistant, Word",Fixed,31.0,Worldwide,Short-term,https://www.freelancer.com/projects/data-entry/hindi-english-data-entry-specialist
Freelancer.com,Ionic/Angular Hybrid App Setup & Training,Mixed,"AngularJS, HTML5, Ionic Framework, Mobile App Development, PhoneGap",Fixed,173.0,Worldwide,Short-term,https://www.freelancer.com/projects/angular-js/ionic-angular-hybrid-app-setup
Freelancer.com,Healthcare Work Log Book Creation,Mixed,"Book Writing, Medical Writing",Fixed,84.0,Worldwide,Short-term,https://www.freelancer.com/projects/medical-writing/healthcare-work-log-book-creation
Freelancer.com,Outlook Email Recovery,Mixed,"Email Handling, Email Marketing, Microsoft, Microsoft Exchange, Microsoft Outlook",Fixed,21.0,Worldwide,Short-term,https://www.freelancer.com/projects/email-handling/outlook-email-recovery
Freelancer.com,Historic Book Cover Design,Mixed,"Brochure Design, Graphic Design, Illustrator, Logo Design, Photoshop",Fixed,60.0,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/historic-book-cover-design
Freelancer.com,Interactive Quiz Creation Platform,Mixed,"CSS, Graphic Design, HTML, JavaScript, Website Design",Fixed,1202.0,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/interactive-quiz-creation-platform
Freelancer.com,Full Stack Developer – Node.js / Next.js / PostgreSQL / MongoDB / React / Linux,Mixed,"JavaScript, Linux, Next.js, Node.js, NoSQL Couch & Mongo, REST API, Socket IO",Fixed,906.0,Worldwide,Short-term,https://www.freelancer.com/projects/nodejs/full-stack-developer-node-next
Freelancer.com,Referral application on Bubble.io,Mixed,"Bubble Developer, HTML, JavaScript, MySQL, PHP",Fixed,19.0,Worldwide,Short-term,https://www.freelancer.com/projects/bubble-developer/referral-application-bubble
Freelancer.com,Client Document Rewrite.,Mixed,"Editorial Design, Website Development",Fixed,2.0,Worldwide,Short-term,https://www.freelancer.com/projects/editorial-design/client-document-rewrite
Freelancer.com,Backend Developer Needed to Integrate Leonardo.ai API with Face Swapping Support for iOS App,Mixed,"Express JS, Laravel, Node.js, PHP, Python",Fixed,265.0,Worldwide,Short-term,https://www.freelancer.com/projects/php/backend-developer-needed-integrate
Freelancer.com,Temporary Employee Management Portal,Mixed,"HTML, MySQL, PHP, WordPress",Fixed,220.0,Worldwide,Short-term,https://www.freelancer.com/projects/php/temporary-employee-management-portal
Freelancer.com,Transform Face Photos,Mixed,"Illustration, Illustrator, Photo Editing, Photography, Photoshop",Fixed,78.0,Worldwide,Short-term,https://www.freelancer.com/projects/photoshop/transform-face-photos
Freelancer.com,Minimalistic Testimonial Slider,Mixed,"Graphic Design, HTML, JavaScript, PHP, Website Design",Fixed,10.0,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/minimalistic-testimonial-slider-39509138
Freelancer.com,Serious Historical Documentary Editing,Mixed,"After Effects, Animation, Editing, Video Editing, Video Production",Fixed,4.0,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/serious-historical-documentary-editing
Freelancer.com,Minimalistic Testimonial Slider,Mixed,"Graphic Design, HTML5, JavaScript, PHP, Website Design",Fixed,10.0,Worldwide,Short-term,https://www.freelancer.com/projects/php/minimalistic-testimonial-slider
Freelancer.com,Sports Betting App Development,Mixed,"Android, Graphic Design, iPhone, Mobile App Development, User Interface / IA",Fixed,242.0,Worldwide,Short-term,https://www.freelancer.com/projects/iphone-app-development/sports-betting-app-development-39509146
Freelancer.com,Anesthesiology Personal Statement,Mixed,"Essay Writing, Medical Writing",Fixed,20.0,Worldwide,Short-term,https://www.freelancer.com/projects/essay-writing/anesthesiology-personal-statement
Freelancer.com,Spotify Usability Test,Mixed,"Android, Audio Services, iPhone, Mobile App Development, Testing / QA",Fixed,21.0,Worldwide,Short-term,https://www.freelancer.com/projects/android/spotify-usability-test
Freelancer.com,Elegant Logo Redesign for Beads for Bubs,Mixed,"3D Design, Graphic Design, Illustrator, Logo Design, Photoshop",Fixed,32.0,Worldwide,Short-term,https://www.freelancer.com/contest/elegant-logo-redesign-for-beads-for-bubs-2574264
Freelancer.com,3D Action Game Development on Unity,Mixed,"Game Development, Unity, Unity 3D",Fixed,20.0,Worldwide,Short-term,https://www.freelancer.com/projects/unity-3d/action-game-development-unity-39509142
Freelancer.com,Lynx Machine Tools Logo Design,Mixed,"Graphic Design, Illustrator, Logo Design, Photoshop",Fixed,32.0,Worldwide,Short-term,https://www.freelancer.com/contest/lynx-machine-tools-logo-design-2574261
Freelancer.com,Audio Enhancement and Assessment for Specific Conversations in a Clip,Mixed,"Audio Production, Audio Services, Editing, Sound Design, Video Editing",Fixed,106.0,Worldwide,Short-term,https://www.freelancer.com/projects/audio-production/audio-enhancement-assessment-for
Freelancer.com,"I need a full redesign of my web dashboard in Figma — clean, modern, and creative, with a fast turnaround.",Mixed,"Graphic Design, HTML, User Interface / IA, Website Design",Fixed,146.0,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/need-full-redesign-web-dashboard
Freelancer.com,Data Analysis and Visualization Specialist - YOUR BID IS YOUR FINAL PRICE,Mixed,"Business Analysis, Data Entry, Data Mining, Data Processing, Excel",Fixed,13.0,Worldwide,Short-term,https://www.freelancer.com/projects/business-analysis/data-analysis-visualization-specialist
Freelancer.com,Custom Android Dialer App Development,Mixed,"Android, Java, Mobile App Development, Software Architecture",Fixed,295.0,Worldwide,Short-term,https://www.freelancer.com/projects/android/custom-android-dialer-app-development
Freelancer.com,iOS App Performance Fix,Mixed,"iPad, iPhone, Mobile App Development, Objective C, Swift",Fixed,73.0,Worldwide,Short-term,https://www.freelancer.com/projects/iphone-app-development/ios-app-performance-fix
Freelancer.com,Tour Guide Tipping Web App MVP,Mixed,"Graphic Design, HTML, Mobile App Development, PHP, Website Design",Fixed,335.0,Worldwide,Short-term,https://www.freelancer.com/projects/php/tour-guide-tipping-web-app
Freelancer.com,Laravel - Fixing on the existing form and check 1 api issue,Mixed,"HTML, Laravel, MySQL, PHP, Software Architecture",Fixed,16.0,Worldwide,Short-term,https://www.freelancer.com/projects/php/laravel-fixing-the-existing-form
Freelancer.com,Social Media Graphics Design - 13/06/2025 23:44 EDT,Mixed,"Banner Design, Graphic Design, Illustrator, Logo Design, Photoshop",Fixed,35.0,Worldwide,Short-term,https://www.freelancer.com/projects/banner-design/social-media-graphics-design-edt
Freelancer.com,Website with Invoicing System,Mixed,"Book Artist, Graphic Design, Illustrator, Invoicing, Website Design",Fixed,125.0,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/website-with-invoicing-system
Freelancer.com,M1 Garand Silhouette Logo Design,Mixed,"Graphic Design, Illustration, Illustrator, Logo Design, Photoshop",Fixed,85.0,Worldwide,Short-term,https://www.freelancer.com/projects/logo-design/garand-silhouette-logo-design
Freelancer.com,Go High Level Survey Troubleshooting,Mixed,"CRM, Web Development",Fixed,140.0,Worldwide,Short-term,https://www.freelancer.com/projects/crm/high-level-survey-troubleshooting
Freelancer.com,Dental Case Letter Refinement,Mixed,"Article Rewriting, Editing, English Grammar, Proofreading, Research Writing",Fixed,90.0,Worldwide,Short-term,https://www.freelancer.com/projects/proofreading/dental-case-letter-refinement
Freelancer.com,Modern WordPress Portfolio Site,Mixed,"Graphic Design, HTML, PHP, Website Design, WordPress",Fixed,165.0,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/modern-wordpress-portfolio-site
Freelancer.com,I need a unity developer for two projects,Mixed,"C# Programming, Game Development, iPhone, Mobile App Development, Unity 3D",Fixed,15.0,Worldwide,Short-term,https://www.freelancer.com/projects/unity-3d/need-unity-developer-for-two
Freelancer.com,Negative News Removal Specialist,Mixed,"Advertising, Article Writing, Content Writing, Ghostwriting, SEO",Fixed,215.0,Worldwide,Short-term,https://www.freelancer.com/projects/seo/negative-news-removal-specialist
Freelancer.com,Math & MATLAB Expert for Nonlinear Data,Mixed,"Algorithm, Electrical Engineering, Engineering, Mathematics, Matlab and Mathematica",Fixed,972.0,Worldwide,Short-term,https://www.freelancer.com/projects/matlab-mathematica/math-matlab-expert-for-nonlinear
Freelancer.com,Privacy-First Content Sharing App Development -- 2,Mixed,"AI Mobile App Development, Android, Google Firebase, iPhone, React Native",Fixed,7253.0,Worldwide,Short-term,https://www.freelancer.com/projects/android/privacy-first-content-sharing-app
Freelancer.com,Elevate 'Secluded Shores Glamping' Logo,Mixed,"3D Design, Graphic Design, Illustrator, Logo Design, Photoshop",Fixed,80.0,Worldwide,Short-term,https://www.freelancer.com/contest/elevate-secluded-shores-glamping-logo-2574254
Freelancer.com,Kerbal Space Program 2 Flag Design,Mixed,"Graphic Design, Illustration, Illustrator, Logo Design, Photoshop",Fixed,32.0,Worldwide,Short-term,https://www.freelancer.com/contest/kerbal-space-program-flag-design-2574257
Freelancer.com,"Custom PHP Coder, Junior Level Work Needed",Mixed,"HTML, JavaScript, MySQL, PHP, Website Design",Fixed,5.0,Worldwide,Short-term,https://www.freelancer.com/projects/php/custom-php-coder-junior-level-39509105
Freelancer.com,Social Media Graphics Design,Mixed,"Banner Design, Graphic Design, Illustrator, Logo Design, Photoshop",Fixed,34.0,Worldwide,Short-term,https://www.freelancer.com/projects/banner-design/social-media-graphics-design-39509081
Freelancer.com,High-Authority Backlink SEO Specialist,Mixed,"Internet Marketing, Link Building, Marketing, Search Engine Marketing, SEO",Fixed,307.0,Worldwide,Short-term,https://www.freelancer.com/projects/seo/high-authority-backlink-seo-specialist
Freelancer.com,GTA-Style Mobile Game,Mixed,"Android, Game Design, Game Development, Mobile App Development, Unity 3D",Fixed,1461.0,Worldwide,Short-term,https://www.freelancer.com/projects/unity-3d/gta-style-mobile-game
Freelancer.com,Shopify Dropshipping Store Development,Mixed,"eCommerce, Graphic Design, HTML, Shopping Cart Integration, Website Design",Fixed,97.0,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/shopify-dropshipping-store-development-39509089
Freelancer.com,Finance Website & Digital Marketing,Mixed,"Facebook Marketing, Internet Marketing, Link Building, SEO, Social Media Marketing",Fixed,619.0,Worldwide,Short-term,https://www.freelancer.com/projects/facebook-marketing/finance-website-digital-marketing
Freelancer.com,Traditional Deck/Porch Renovation,Mixed,"3D Modelling, AutoCAD, Building Architecture, Home Design, Interior Design",Fixed,23.0,Worldwide,Short-term,https://www.freelancer.com/projects/building-architecture/traditional-deck-porch-renovation
Freelancer.com,Modern Single-Family House Plans,Mixed,"3D Rendering, AutoCAD, Engineering, Home Design",Fixed,611.0,Worldwide,Short-term,https://www.freelancer.com/projects/autocad/modern-single-family-house-plans
Freelancer.com,Health & Wellness Blog Posts,Mixed,"Article Writing, Content Writing, Internet Marketing, Link Building, SEO",Fixed,31.0,Worldwide,Short-term,https://www.freelancer.com/projects/articles/health-wellness-blog-posts-39509046
Freelancer.com,Airbnb Listing Optimization Expert Needed,Mixed,"Copywriting, Creative Writing, Internet Marketing, Marketing, SEO",Fixed,18.0,Worldwide,Short-term,https://www.freelancer.com/projects/copywriting/airbnb-listing-optimization-expert
Freelancer.com,Scale Solid Edge Part File -- 2,Mixed,"Manufacturing Design, Product Design",Fixed,11.0,Worldwide,Short-term,https://www.freelancer.com/projects/scale-solid-edge-part-file-39509075
Freelancer.com,"[Kobe, Japan] Hiring specimen collector for pre-employment drug testing  -- 3",Mixed,"Communications, Local Job, Odd Jobs",Fixed,130.0,Worldwide,Short-term,https://www.freelancer.com/projects/odd-jobs/kobe-japan-hiring-specimen-collector
Freelancer.com,Scale Solid Edge Part File,Mixed,"Manufacturing Design, Product Design",Fixed,9.0,Worldwide,Short-term,https://www.freelancer.com/projects/scale-solid-edge-part-file
Freelancer.com,"[Kobe, Japan] Hiring specimen collector for pre-employment drug testing  -- 2",Mixed,"Communications, Local Job, Odd Jobs",Fixed,130.0,Worldwide,Short-term,https://www.freelancer.com/projects/kobe-japan-hiring-specimen-collector
Freelancer.com,"[Milton keynes, England] Hiring specimen collector for pre-employment drug testing",Mixed,"Communications, Local Job, Odd Jobs",Fixed,60.0,Worldwide,Short-term,https://www.freelancer.com/projects/communications/milton-keynes-england-hiring-specimen
Freelancer.com,Personal Interview Videography,Mixed,"After Effects, Video Editing, Video Production, Video Services, Videography",Fixed,1500.0,Worldwide,Short-term,https://www.freelancer.com/projects/after-effects/personal-interview-videography
Freelancer.com,AAVE Sci-Fi Narration -- 2,Mixed,"Audio Production, Audio Services, Music, Sound Design, Voice Talent",Fixed,935.0,Worldwide,Short-term,https://www.freelancer.com/projects/voice-talent/aave-sci-narration
Freelancer.com,AAVE Sci-Fi Narration,Mixed,"Audio Production, Audio Services, Music, Sound Design, Voice Talent",Fixed,1062.0,Worldwide,Short-term,https://www.freelancer.com/projects/aave-sci-narration-fix
Freelancer.com,Service App Development,Mixed,"Graphic Design, Mobile App Development, MySQL, PHP, Website Design",Fixed,614.0,Worldwide,Short-term,https://www.freelancer.com/projects/php/service-app-development-39509062
Freelancer.com,Architectural Renovation Drafting,Mixed,"AutoCAD, Building Architecture, CAD/CAM, Drafting, Home Design",Fixed,330.0,Worldwide,Short-term,https://www.freelancer.com/projects/autocad/architectural-renovation-drafting
Freelancer.com,Professional Photographer Needed in Brisbane,Mixed,"Adobe Lightroom, Photo Editing, Photography, Photoshop, Photoshop Design",Fixed,26.0,Worldwide,Short-term,https://www.freelancer.com/projects/photo-editing/professional-photographer-needed-39509060
Freelancer.com,Comprehensive AI-Powered Mobile App Development,Mixed,"Django, Git, Java, MySQL, Python",Fixed,357.0,Worldwide,Short-term,https://www.freelancer.com/projects/python/comprehensive-powered-mobile-app
Freelancer.com,Design and create a complex historical Tree structure using Photoshop or similar tools,Mixed,"Banner Design, Graphic Design, Illustrator, Photoshop, Photoshop Design",Fixed,55.0,Worldwide,Short-term,https://www.freelancer.com/projects/banner-design/design-create-complex-historical-tree
Freelancer.com,Pet trading site for popular game in game pets (not nfts),Mixed,"Game Development, Graphic Design, Website Design",Fixed,95.0,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/pet-trading-site-for-popular
Freelancer.com,Youth Program Videographer and Media Expert Needed,Mixed,"Instagram, Internet Marketing, Local Job, Photography, Social Media Marketing, Videography",Fixed,3000.0,Worldwide,Short-term,https://www.freelancer.com/projects/videography/youth-program-videographer-media-expert
Freelancer.com,Modern Welding Logo Design,Mixed,"3D Design, Graphic Design, Illustrator, Logo Design, Photoshop",Fixed,84.0,Worldwide,Short-term,https://www.freelancer.com/projects/logo-design/modern-welding-logo-design
Freelancer.com,Civic Loop Logo & Icon Design,Mixed,"Graphic Design, Icon Design, Illustrator, Logo Design, Photoshop",Fixed,64.0,Worldwide,Short-term,https://www.freelancer.com/contest/civic-loop-logo-amp-icon-design-2574237
Freelancer.com,Publish My Android App,Mixed,"Android, iPhone, Java, Mobile App Development, PHP",Fixed,395.0,Worldwide,Short-term,https://www.freelancer.com/projects/android/publish-android-app-39509027
Freelancer.com,Flutter Developer for Health Metrics App,Mixed,"Android, Flutter, iPhone, Mobile App Development, PostgreSQL",Fixed,1189.0,Worldwide,Short-term,https://www.freelancer.com/projects/mobile-app-development/flutter-developer-for-health-metrics
Freelancer.com,Vintage-Inspired Fashion Brand Logo,Mixed,"Graphic Design, Icon Design, Illustrator, Logo Design, Photoshop",Fixed,122.0,Worldwide,Short-term,https://www.freelancer.com/contest/vintageinspired-fashion-brand-logo-2574233
Freelancer.com,Next.js Development(frontend and backend) Internship,Mixed,"Full Stack Development, MERN, MERN Stack, MongoDB, Next.js",Fixed,124.0,Worldwide,Short-term,https://www.freelancer.com/projects/mongodb/next-development-frontend-backend
Freelancer.com,I am looking to recruit a digital marketing expert for a project called Titan Nine,Mixed,"Advertising, Facebook Marketing, Internet Marketing, Social Media Marketing, Social Networking",Fixed,1101.0,Worldwide,Short-term,https://www.freelancer.com/projects/social-media-marketing/looking-recruit-digital-marketing-expert
Freelancer.com,Engaging Promo Video Edit,Mixed,"Editing, Video Services, Videography",Fixed,228.0,Worldwide,Short-term,https://www.freelancer.com/projects/editing/engaging-promo-video-edit
Freelancer.com,Minimalist Brand Identity Logo,Mixed,"Corporate Identity, Graphic Design, Illustrator, Logo Design, Photoshop",Fixed,11.0,Worldwide,Short-term,https://www.freelancer.com/projects/logo-design/minimalist-brand-identity-logo-39509020
Freelancer.com,Set Up Make (Integromat) Make for Webflow & Memberstack -- 2,Mixed,"HTML, JavaScript, Make.com, PHP, Webflow",Fixed,188.0,Worldwide,Short-term,https://www.freelancer.com/projects/php/set-make-integromat-make-for-39509021
Freelancer.com,MIUI Dialer Installation on Xiaomi 14,Mixed,"Android, Asterisk PBX, Mobile App Development, Voice Talent, VoIP",Fixed,17.0,Worldwide,Short-term,https://www.freelancer.com/projects/voip/miui-dialer-installation-xiaomi
Freelancer.com,Pizza Restaurant Logo Design,Mixed,"Graphic Design, Illustration, Illustrator, Logo Design, Photoshop",Fixed,35.0,Worldwide,Short-term,https://www.freelancer.com/contest/pizza-restaurant-logo-design-2574230
Freelancer.com,Minimalist Arc Safety Logo Design,Mixed,"Graphic Design, Illustrator, Logo Design, Photoshop, Website Design",Fixed,36.0,Worldwide,Short-term,https://www.freelancer.com/contest/minimalist-arc-safety-logo-design-2574228
Freelancer.com,Bold Trucking Logo Design,Mixed,"Graphic Design, Illustrator, Logo Design, Photoshop",Fixed,18.0,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/bold-trucking-logo-design
Freelancer.com,Shopify Website Cleanup,Mixed,"HTML, PHP, Shopify, Shopify Templates, Website Design",Fixed,102.0,Worldwide,Short-term,https://www.freelancer.com/projects/shopify-site/shopify-website-cleanup
Freelancer.com,G+1 Residential Structural Design,Mixed,"AutoCAD, Building Architecture, CAD/CAM, Civil Engineering, Structural Engineering",Fixed,96.0,Worldwide,Short-term,https://www.freelancer.com/projects/civil-engineering/residential-structural-design-39509009
Freelancer.com,Commission-Based Bidding Executive,Mixed,"Business Analysis, Business Analytics, Business Plans",Fixed,10.0,Worldwide,Short-term,https://www.freelancer.com/projects/business-analytics/commission-based-bidding-executive
Freelancer.com,Money-Earning Task App Development,Mixed,"Android, JavaScript, Kotlin, Mobile App Development, XML",Fixed,218.0,Worldwide,Short-term,https://www.freelancer.com/projects/android/money-earning-task-app-development
Freelancer.com,LinkedIn Profile Overhaul,Mixed,"Article Writing, Content Writing, Copywriting, Creative Writing, LinkedIn Profile",Fixed,95.0,Worldwide,Short-term,https://www.freelancer.com/projects/articles/linkedin-profile-overhaul
Freelancer.com,LinkedIn Banner Design -- 2,Mixed,"Banner Design, Graphic Design, Logo Design, Photoshop, Photoshop Design",Fixed,331.0,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/linkedin-banner-design-39508990
Freelancer.com,API Integration for Wordpress Website Creation via InstaWP,Mixed,"HTML, JSON, PHP, Python, WordPress",Fixed,780.0,Worldwide,Short-term,https://www.freelancer.com/projects/wordpress/api-integration-for-wordpress-website
Freelancer.com,Gaming Video Editor Needed,Mixed,"After Effects, Video Editing, Video Production, Video Services, Videography",Fixed,110.0,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/gaming-video-editor-needed-39508985
Freelancer.com,Influencer Sales Specialist for Skin and Tan,Mixed,"Facebook Marketing, Internet Marketing, Marketing, Sales, Social Media Marketing",Fixed,658.0,Worldwide,Short-term,https://www.freelancer.com/projects/sales/influencer-sales-specialist-for-skin
Freelancer.com,Wedding Teaser Trailer Editor,Mixed,"After Effects, Video Editing, Video Production, Video Services, Videography",Fixed,205.0,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/wedding-teaser-trailer-editor
Freelancer.com,M365 to Business Premium Migration,Mixed,"Computer Security, Microsoft, Microsoft 365, System Administration, Virtual Assistant, Web Security",Fixed,26.0,Worldwide,Short-term,https://www.freelancer.com/projects/microsoft/business-premium-migration
Freelancer.com,LinkedIn Company Profile Revamp,Mixed,"Banner Design, Brochure Design, Graphic Design, Logo Design, Photoshop",Fixed,322.0,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/linkedin-company-profile-revamp
Freelancer.com,Mexican Spanish Recording Project -- 5,Mixed,"Castilian Spanish Translator, English (US) Translator, French Translator, Spanish Translator, Translation",Fixed,4.0,Worldwide,Short-term,https://www.freelancer.com/projects/spanish-translator/mexican-spanish-recording-project-39508970
Freelancer.com,Assemble Loomie Triple Dresser,Mixed,"Carpentry, Furniture Assembly",Fixed,750.0,Worldwide,Short-term,https://www.freelancer.com/projects/carpentry/assemble-loomie-triple-dresser
Freelancer.com,Transform Web App to Mobile Platforms + iOS version,Mixed,"Android, HTML5, iPhone, Mobile App Development, PhoneGap",Fixed,18.0,Worldwide,Short-term,https://www.freelancer.com/projects/mobile-app-development/transform-web-app-mobile-platforms
Freelancer.com,EdTech Sales Executive Needed in Pune,Mixed,"Facebook Marketing, Internet Marketing, Marketing, Sales, Social Media Marketing",Fixed,6994.0,Worldwide,Short-term,https://www.freelancer.com/projects/social-media-marketing/edtech-sales-executive-needed-pune
Freelancer.com,Craft a Compelling SOP for Australia,Mixed,"Article Writing, Content Writing, Copywriting, Creative Writing, Ghostwriting",Fixed,69.0,Worldwide,Short-term,https://www.freelancer.com/projects/content-writing/craft-compelling-sop-for-australia
Freelancer.com,Project Wondr Brand manager,Mixed,"Content Writing, Editing, Graphic Design, Social Media Marketing, Video Editing",Fixed,122.0,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/project-wondr-brand-manager
Freelancer.com,Professional YouTube Video Editor [sample edit required with your bid],Mixed,"After Effects, Video Editing, Video Production, Video Services, Videography",Fixed,19.0,Worldwide,Short-term,https://www.freelancer.com/projects/video-editing/professional-youtube-video-editor-sample
Freelancer.com,E-commerce Site Development with Divi,Mixed,"eCommerce, JavaScript, PHP, Website Design, WordPress",Fixed,433.0,Worldwide,Short-term,https://www.freelancer.com/projects/website-design/commerce-site-development-with-divi
Freelancer.com,Modern Monochromatic Logo & Packaging Design,Mixed,"Corporate Identity, Graphic Design, Illustrator, Logo Design, Photoshop",Fixed,21.0,Worldwide,Short-term,https://www.freelancer.com/projects/graphic-design/modern-monochromatic-logo-packaging
Freelancer.com,Professional Recipe eBook Creation,Mixed,"Book Writing, Content Writing, eBooks, Ghostwriting, Graphic Design",Fixed,76.0,Worldwide,Short-term,https://www.freelancer.com/projects/ebooks/professional-recipe-ebook-creation
Freelancer.com,CFO Needed for AI SaaS Pricing Optimization,Mixed,"Accounting, Business Analysis, Excel, Finance, Financial Analysis",Fixed,129.0,Worldwide,Short-term,https://www.freelancer.com/projects/business-analysis/cfo-needed-for-saas-pricing
Freelancer.com,Exhibition Design Suite Needed,Mixed,"Brochure Design, Flyer Design, Graphic Design, Photoshop, Poster Design",Fixed,592.0,Worldwide,Short-term,https://www.freelancer.com/projects/brochure-design/exhibition-design-suite-needed
Freelancer.com,Reliable Freelance Promoters Needed,Mixed,"Flyer Design, Graphic Design, Logo Design, Marketing, Slogans",Fixed,12.0,Worldwide,Short-term,https://www.freelancer.com/projects/flyer-design/reliable-freelance-promoters-needed
